TIME ms, IN2,no_offset
-1.626,0.229815,0.261367108
-1.631,0.807454,0.839006108
-1.636,0.037268,0.068820108
-1.641,0.10145,0.133002108
-1.646,0.358179,0.389731108
-1.65,0.037268,0.068820108
-1.655,0.358179,0.389731108
-1.66,0.358179,0.389731108
-1.665,0.229815,0.261367108
-1.67,0.293997,0.325549108
-1.675,-0.347825,-0.316272892
-1.68,-0.091096,-0.059543892
-1.685,0.229815,0.261367108
-1.689,0.037268,0.068820108
-1.694,0.229815,0.261367108
-1.699,0.037268,0.068820108
-1.704,0.743272,0.774824108
-1.709,0.550725,0.582277108
-1.714,0.935818,0.967370108
-1.719,0.486543,0.518095108
-1.724,0.358179,0.389731108
-1.729,-0.026914,0.004638108
-1.733,0.037268,0.068820108
-1.738,0.165632,0.197184108
-1.743,-0.026914,0.004638108
-1.748,-0.155278,-0.123725892
-1.753,0.422361,0.453913108
-1.758,-0.21946,-0.187907892
-1.763,0.165632,0.197184108
-1.768,0.037268,0.068820108
-1.772,-0.155278,-0.123725892
-1.777,-0.21946,-0.187907892
-1.782,-0.283642,-0.252089892
-1.787,0.037268,0.068820108
-1.792,0.10145,0.133002108
-1.797,-0.091096,-0.059543892
-1.802,-0.21946,-0.187907892
-1.807,-0.21946,-0.187907892
-1.812,-0.861282,-0.829729892
-1.816,-0.861282,-0.829729892
-1.821,-0.476189,-0.444636892
-1.826,-0.347825,-0.316272892
-1.831,-0.347825,-0.316272892
-1.836,-0.21946,-0.187907892
-1.841,0.10145,0.133002108
-1.846,0.229815,0.261367108
-1.851,0.037268,0.068820108
-1.855,-0.21946,-0.187907892
-1.86,-0.21946,-0.187907892
-1.865,-0.540371,-0.508818892
-1.87,-0.155278,-0.123725892
-1.875,-0.347825,-0.316272892
-1.88,-0.155278,-0.123725892
-1.885,-0.476189,-0.444636892
-1.89,-0.091096,-0.059543892
-1.895,-0.412007,-0.380454892
-1.899,-0.347825,-0.316272892
-1.904,-0.21946,-0.187907892
-1.909,-0.283642,-0.252089892
-1.914,-0.155278,-0.123725892
-1.919,-0.668735,-0.637182892
-1.924,-0.026914,0.004638108
-1.929,0.422361,0.453913108
-1.934,0.10145,0.133002108
-1.938,-0.861282,-0.829729892
-1.943,-0.861282,-0.829729892
-1.948,-1.053828,-1.022275892
-1.953,-0.026914,0.004638108
-1.958,-0.155278,-0.123725892
-1.963,-0.540371,-0.508818892
-1.968,0.293997,0.325549108
-1.973,-0.347825,-0.316272892
-1.978,-0.091096,-0.059543892
-1.982,-0.091096,-0.059543892
-1.987,-0.091096,-0.059543892
-1.992,0.165632,0.197184108
-1.997,-0.412007,-0.380454892
-2.002,-0.732917,-0.701364892
-2.007,-0.21946,-0.187907892
-2.012,0.358179,0.389731108
-2.017,-0.21946,-0.187907892
-2.021,0.293997,0.325549108
-2.026,-0.026914,0.004638108
-2.031,-0.155278,-0.123725892
-2.036,0.486543,0.518095108
-2.041,-0.026914,0.004638108
-2.046,0.679089,0.710641108
-2.051,0.807454,0.839006108
-2.056,0.422361,0.453913108
-2.061,0.358179,0.389731108
-2.065,0.10145,0.133002108
-2.07,0.614907,0.646459108
-2.075,0.10145,0.133002108
-2.08,0.358179,0.389731108
-2.085,0.229815,0.261367108
-2.09,0.037268,0.068820108
-2.095,0.293997,0.325549108
-2.1,1,1.031552108
-2.104,0.358179,0.389731108
-2.109,0.037268,0.068820108
-2.114,-0.21946,-0.187907892
-2.119,-0.026914,0.004638108
-2.124,0.358179,0.389731108
-2.129,0.293997,0.325549108
-2.134,-0.540371,-0.508818892
-2.139,-0.283642,-0.252089892
-2.144,-0.347825,-0.316272892
-2.148,0.10145,0.133002108
-2.153,-0.091096,-0.059543892
-2.158,-0.026914,0.004638108
-2.163,-0.091096,-0.059543892
-2.168,-0.155278,-0.123725892
-2.173,0.165632,0.197184108
-2.178,0.807454,0.839006108
-2.183,0.807454,0.839006108
-2.188,0.10145,0.133002108
-2.192,-0.347825,-0.316272892
-2.197,-0.155278,-0.123725892
-2.202,0.293997,0.325549108
-2.207,0.165632,0.197184108
-2.212,0.037268,0.068820108
-2.217,-0.21946,-0.187907892
-2.222,0.10145,0.133002108
-2.227,-0.347825,-0.316272892
-2.231,-0.155278,-0.123725892
-2.236,0.037268,0.068820108
-2.241,0.486543,0.518095108
-2.246,-0.283642,-0.252089892
-2.251,0.037268,0.068820108
-2.256,0.229815,0.261367108
-2.261,0.229815,0.261367108
-2.266,-0.347825,-0.316272892
-2.271,-0.412007,-0.380454892
-2.275,-0.797099,-0.765546892
-2.28,-0.861282,-0.829729892
-2.285,-0.989646,-0.958093892
-2.29,-0.604553,-0.573000892
-2.295,-0.091096,-0.059543892
-2.3,-0.091096,-0.059543892
-2.305,-0.21946,-0.187907892
-2.31,-0.412007,-0.380454892
-2.314,0.10145,0.133002108
-2.319,-0.412007,-0.380454892
-2.324,-0.21946,-0.187907892
-2.329,-0.21946,-0.187907892
-2.334,-0.540371,-0.508818892
-2.339,-0.604553,-0.573000892
-2.344,-0.668735,-0.637182892
-2.349,-0.476189,-0.444636892
-2.354,-0.540371,-0.508818892
-2.358,-0.925464,-0.893911892
-2.363,-0.732917,-0.701364892
-2.368,-0.347825,-0.316272892
-2.373,-0.604553,-0.573000892
-2.378,-0.283642,-0.252089892
-2.383,-0.412007,-0.380454892
-2.388,-0.347825,-0.316272892
-2.393,-0.604553,-0.573000892
-2.397,-0.668735,-0.637182892
-2.402,-0.347825,-0.316272892
-2.407,-0.283642,-0.252089892
-2.412,-0.026914,0.004638108
-2.417,-0.861282,-0.829729892
-2.422,-0.026914,0.004638108
-2.427,-0.155278,-0.123725892
-2.432,0.486543,0.518095108
-2.437,-0.412007,-0.380454892
-2.441,-0.540371,-0.508818892
-2.446,-0.155278,-0.123725892
-2.451,-0.412007,-0.380454892
-2.456,-0.412007,-0.380454892
-2.461,0.422361,0.453913108
-2.466,-0.283642,-0.252089892
-2.471,-0.283642,-0.252089892
-2.476,-0.540371,-0.508818892
-2.48,-0.797099,-0.765546892
-2.485,-0.925464,-0.893911892
-2.49,-0.283642,-0.252089892
-2.495,-0.283642,-0.252089892
